ID + pdf_title,ID,post_title,post_name,guid,pdf_id,pdf_title,pdf_url_original,pdf_url,equal?
2460470.-fintech-regulation-in-nigeria-16-march-2021,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,1,0.-fintech-regulation-in-nigeria-16-march-2021,https://bfaglobal.com/wp-content/uploads/2021/06/0.-fintech-regulation-in-nigeria-16-march-2021.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/0.-Fintech-Regulation-in-Nigeria-16-March-2021.pdf,TRUE
2460471.-digital-payments-remittances-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,2,1.-digital-payments-remittances-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/1.-digital-payments-remittances-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/1.-Digital-Payments-Remittances-Nigeria-FINAL.pdf,TRUE
2460471.-digital-payments-remittances-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,3,1.-digital-payments-remittances-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/1.-digital-payments-remittances-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/1.-Digital-Payments-Remittances-Nigeria-FINAL.pdf,TRUE
2460472.-digital-lending-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,4,2.-digital-lending-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/2.-digital-lending-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/2.-Digital-Lending-Nigeria-FINAL.pdf,TRUE
2460472.-digital-lending-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,5,2.-digital-lending-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/2.-digital-lending-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/2.-Digital-Lending-Nigeria-FINAL.pdf,TRUE
2460473.-digital-savings-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,6,3.-digital-savings-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/3.-digital-savings-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/3.-Digital-Savings-Nigeria-FINAL.pdf,TRUE
2460473.-digital-savings-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,7,3.-digital-savings-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/3.-digital-savings-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/3.-Digital-Savings-Nigeria-FINAL.pdf,TRUE
2460474.-digital-investments-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,8,4.-digital-investments-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/4.-digital-investments-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/4.-Digital-Investments-Nigeria-FINAL.pdf,TRUE
2460474.-digital-investments-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,9,4.-digital-investments-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/4.-digital-investments-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/4.-Digital-Investments-Nigeria-FINAL.pdf,TRUE
2460475.-digital-insurance-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,10,5.-digital-insurance-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/5.-digital-insurance-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/5.-Digital-Insurance-Nigeria-FINAL.pdf,TRUE
2460475.-digital-insurance-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,11,5.-digital-insurance-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/5.-digital-insurance-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/5.-Digital-Insurance-Nigeria-FINAL.pdf,TRUE
2460476.-digital-capital-raising-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,12,6.-digital-capital-raising-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/6.-digital-capital-raising-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/6.-Digital-Capital-Raising-Nigeria-FINAL.pdf,TRUE
2460476.-digital-capital-raising-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,13,6.-digital-capital-raising-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/6.-digital-capital-raising-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/6.-Digital-Capital-Raising-Nigeria-FINAL.pdf,TRUE
2460477.-personal-financial-management-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,14,7.-personal-financial-management-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/7.-personal-financial-management-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/7.-Personal-Financial-Management-Nigeria-FINAL.pdf,TRUE
2460477.-personal-financial-management-nigeria-final,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,15,7.-personal-financial-management-nigeria-final,https://bfaglobal.com/wp-content/uploads/2021/06/7.-personal-financial-management-nigeria-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/06/7.-Personal-Financial-Management-Nigeria-FINAL.pdf,TRUE
2460478.-e-commerce-dfs-platforms-kenya,246047,Fintech Regulation in Nigeria,fintech-regulation-in-nigeria,https://bfaglobal.com/?page_id=246047,16,8.-e-commerce-dfs-platforms-kenya,https://bfaglobal.com/wp-content/uploads/2021/04/8.-e-commerce-dfs-platforms-kenya.pdf,https://bfaglobal.com/wp-content/uploads/2021/12/8.-E-commerce-DFS-Platforms-Kenya-FINAL.pdf,FALSE
246417A2f-2020-final-report,246417,A listening-led approach to sales: 5 key questions to close B2B sales for tech companies,template-to-close-b2b-sales-for-tech-companies,https://bfaglobal.com/?p=246417,1,A2f-2020-final-report,https://a2f.ng/wp-content/uploads/2021/06/a2f-2020-final-report.pdf,https://a2f.ng/wp-content/uploads/2021/06/A2F-2020-Final-Report.pdf,TRUE
247361Job youth africa job youth africa,247361,Bridging the digital divide: using technology to adapt to COVID-19,bridging-the-digital-divide-using-technology-to-adapt-to-covid-19,https://bfaglobal.com/?p=247361,1,Job youth africa job youth africa,https://www.afdb.org/fileadmin/uploads/afdb/images/high_5s/job_youth_africa_job_youth_africa.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Images/high_5s/Job_youth_Africa_Job_youth_Africa.pdf,TRUE
247361Collinsleibbrandtaids217,247361,Bridging the digital divide: using technology to adapt to COVID-19,bridging-the-digital-divide-using-technology-to-adapt-to-covid-19,https://bfaglobal.com/?p=247361,2,Collinsleibbrandtaids217,https://bfaglobal.com/wp-content/uploads/2020/06/collinsleibbrandtaids217.pdf,,FALSE
247801Fibr-briefing-note-1-enabling-environment-in-ghana-v4.1,247801,FIBR Briefing Note 1: Enabling Environment in Ghana,fibr-briefing-note-1,https://bfaglobal.com/?p=247801,1,Fibr-briefing-note-1-enabling-environment-in-ghana-v4.1,https://bfaglobal.com/wp-content/uploads/2021/07/fibr-briefing-note-1-enabling-environment-in-ghana-v4.1.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/FIBR-Briefing-Note-1-Enabling-Environment-in-Ghana-v4.1.pdf,TRUE
247801South-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010,247801,FIBR Briefing Note 1: Enabling Environment in Ghana,fibr-briefing-note-1,https://bfaglobal.com/?p=247801,2,South-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010,https://bfaglobal.com/wp-content/uploads/2020/06/south-african-financial-diaries-and-the-mzansi-initiative-five-years-later-jan-2010.pdf,,FALSE
247802Fibr-briefingnote-2-lean-product-waltz-final-12262016,247802,FIBR Briefing Note 2: Lean Product Waltz,fibr-briefing-note-2,https://bfaglobal.com/?p=247802,1,Fibr-briefingnote-2-lean-product-waltz-final-12262016,https://bfaglobal.com/wp-content/uploads/2021/07/fibr-briefingnote-2-lean-product-waltz-final-12262016.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/FIBR-BriefingNote-2-Lean-Product-Waltz-FINAL-12262016.pdf,TRUE
24780214-08-06 diaries profiles issue 02-1,247802,FIBR Briefing Note 2: Lean Product Waltz,fibr-briefing-note-2,https://bfaglobal.com/?p=247802,2,14-08-06 diaries profiles issue 02-1,https://bfaglobal.com/wp-content/uploads/2020/01/14-08-06_diaries_profiles_issue_02-1.pdf,,FALSE
247803Fibr-briefing-note-3-alternative-lending-july-2017,247803,FIBR Briefing Note 3: Alternative Lending,fibr-briefing-note-3,https://bfaglobal.com/?p=247803,1,Fibr-briefing-note-3-alternative-lending-july-2017,https://bfaglobal.com/wp-content/uploads/2021/07/fibr-briefing-note-3-alternative-lending-july-2017.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/FIBR-Briefing-Note-3-Alternative-Lending-July-2017.pdf,TRUE
247804Fibr-briefing-note-4-lendable-final-july-2017,247804,FIBR Briefing Note 4: Marketplace Lending,fibr-briefing-note-4-lendable,https://bfaglobal.com/?p=247804,1,Fibr-briefing-note-4-lendable-final-july-2017,https://bfaglobal.com/wp-content/uploads/2021/07/fibr-briefing-note-4-lendable-final-july-2017.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/FIBR-Briefing-Note-4-Lendable-FINAL-July-2017.pdf,TRUE
247805Fibr-digital-solutions-for-analog-agents-final-may-2018,247805,Digital Solutions for Analog Agents,digital-solutions-for-analog-agents,https://bfaglobal.com/?p=247805,1,Fibr-digital-solutions-for-analog-agents-final-may-2018,https://bfaglobal.com/wp-content/uploads/2021/07/fibr-digital-solutions-for-analog-agents-final-may-2018.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/FIBR-Digital-Solutions-for-Analog-Agents-FINAL-MAY-2018.pdf,TRUE
247905Remote-shifts-in-portfolio-v3,247905,Finding product-market fit and improving operations during COVID,finding-product-market-fit-and-improving-operations-during-covid,https://bfaglobal.com/?page_id=247905,1,Remote-shifts-in-portfolio-v3,https://bfaglobal.com/wp-content/uploads/2021/07/remote-shifts-in-portfolio-v3.pdf,https://bfaglobal.com/wp-content/uploads/2021/07/Remote-shifts-in-portfolio-v3.pdf,TRUE
248469Paymenow-60-decibels-infographics,248469,Impact performance: Paymenow,impact-performance-paymenow,https://bfaglobal.com/?p=248469,1,Paymenow-60-decibels-infographics,https://bfaglobal.com/wp-content/uploads/2021/08/paymenow-60-decibels-infographics.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/Paymenow-60-Decibels-Infographics.pdf,TRUE
2487120.-fintech-regulation-in-south-africa-28-june-2021,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,1,0.-fintech-regulation-in-south-africa-28-june-2021,https://bfaglobal.com/wp-content/uploads/2021/08/0.-fintech-regulation-in-south-africa-28-june-2021.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/0.-Fintech-Regulation-in-South-Africa-28-June-2021.pdf,TRUE
2487121.-digital-payments- -remittances-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,2,1.-digital-payments- -remittances-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/1.-digital-payments-_-remittances-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/1.-Digital-Payments-_-Remittances-South-Africa-FINAL.pdf,TRUE
2487121.-digital-payments- -remittances-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,3,1.-digital-payments- -remittances-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/1.-digital-payments-_-remittances-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/1.-Digital-Payments-_-Remittances-South-Africa-FINAL.pdf,TRUE
2487122.-digital-lending-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,4,2.-digital-lending-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/2.-digital-lending-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/2.-Digital-Lending-South-Africa-FINAL.pdf,TRUE
2487122.-digital-lending-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,5,2.-digital-lending-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/2.-digital-lending-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/2.-Digital-Lending-South-Africa-FINAL.pdf,TRUE
2487123.-digital-savings-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,6,3.-digital-savings-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/3.-digital-savings-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/3.-Digital-Savings-South-Africa-FINAL.pdf,TRUE
2487123.-digital-savings-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,7,3.-digital-savings-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/3.-digital-savings-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/3.-Digital-Savings-South-Africa-FINAL.pdf,TRUE
2487124.-digital-investment-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,8,4.-digital-investment-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/4.-digital-investment-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/4.-Digital-Investment-South-Africa-FINAL.pdf,TRUE
2487124.-digital-investment-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,9,4.-digital-investment-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/4.-digital-investment-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/4.-Digital-Investment-South-Africa-FINAL.pdf,TRUE
2487125.-digital-insurance-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,10,5.-digital-insurance-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/5.-digital-insurance-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/5.-Digital-Insurance-South-Africa-FINAL.pdf,TRUE
2487125.-digital-insurance-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,11,5.-digital-insurance-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/5.-digital-insurance-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/5.-Digital-Insurance-South-Africa-FINAL.pdf,TRUE
2487126.-digital-capital-raising-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,12,6.-digital-capital-raising-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/6.-digital-capital-raising-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/6.-Digital-Capital-Raising-South-Africa-FINAL.pdf,TRUE
2487126.-digital-capital-raising-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,13,6.-digital-capital-raising-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/6.-digital-capital-raising-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/6.-Digital-Capital-Raising-South-Africa-FINAL.pdf,TRUE
2487127.-personal-financial-management-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,14,7.-personal-financial-management-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/7.-personal-financial-management-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/7.-Personal-Financial-Management-South-Africa-FINAL.pdf,TRUE
2487127.-personal-financial-management-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,15,7.-personal-financial-management-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/7.-personal-financial-management-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/7.-Personal-Financial-Management-South-Africa-FINAL.pdf,TRUE
2487128.-e-commerce- -dfs-platforms-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,16,8.-e-commerce- -dfs-platforms-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/8.-e-commerce-_-dfs-platforms-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/8.-E-commerce-_-DFS-Platforms-South-Africa-FINAL.pdf,TRUE
2487128.-e-commerce- -dfs-platforms-south-africa-final,248712,Fintech Regulation in South Africa,fintech-regulation-in-south-africa,https://bfaglobal.com/?page_id=248712,17,8.-e-commerce- -dfs-platforms-south-africa-final,https://bfaglobal.com/wp-content/uploads/2021/08/8.-e-commerce-_-dfs-platforms-south-africa-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/8.-E-commerce-_-DFS-Platforms-South-Africa-FINAL.pdf,TRUE
2487250.-fintech-regulation-in-india-31-march-2021,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,1,0.-fintech-regulation-in-india-31-march-2021,https://bfaglobal.com/wp-content/uploads/2021/08/0.-fintech-regulation-in-india-31-march-2021.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/0.-Fintech-Regulation-in-India-31-March-2021.pdf,TRUE
2487251.-digital-payments- -remittances-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,2,1.-digital-payments- -remittances-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/1.-digital-payments-_-remittances-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/1.-Digital-Payments-_-Remittances-India-FINAL.pdf,TRUE
2487252.-digital-lending-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,3,2.-digital-lending-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/2.-digital-lending-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/2.-Digital-Lending-India-FINAL.pdf,TRUE
2487253.-digital-savings-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,4,3.-digital-savings-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/3.-digital-savings-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/3.-Digital-Savings-India-FINAL.pdf,TRUE
2487254.-digital-investments-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,5,4.-digital-investments-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/4.-digital-investments-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/4.-Digital-Investments-India-FINAL.pdf,TRUE
2487255.-digital-insurance-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,6,5.-digital-insurance-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/5.-digital-insurance-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/5.-Digital-Insurance-India-FINAL.pdf,TRUE
2487256.-digital-capital-raising-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,7,6.-digital-capital-raising-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/6.-digital-capital-raising-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/6.-Digital-Capital-Raising-India-FINAL.pdf,TRUE
2487257.-personal-financial-management-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,8,7.-personal-financial-management-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/7.-personal-financial-management-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/7.-Personal-Financial-Management-India-FINAL.pdf,TRUE
2487258.-e-commerce- -dfs-platforms-india-final,248725,Fintech Regulation in India,fintech-regulation-in-india,https://bfaglobal.com/?page_id=248725,9,8.-e-commerce- -dfs-platforms-india-final,https://bfaglobal.com/wp-content/uploads/2021/08/8.-e-commerce-_-dfs-platforms-india-final.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/8.-E-commerce-_-DFS-Platforms-India-FINAL.pdf,TRUE
249038Accelerating%20the%20flow%20of%20funds%20into%20early-stage%20ventures,249038,How do accelerator programs approach funding for startups? Six considerations every program should evaluate,how-do-accelerator-programs-approach-funding-for-startups-six-considerations-every-program-should-evaluate,https://bfaglobal.com/?p=249038,1,Accelerating%20the%20flow%20of%20funds%20into%20early-stage%20ventures,https://www.galidata.org/assets/report/pdf/accelerating%20the%20flow%20of%20funds%20into%20early-stage%20ventures.pdf,https://www.galidata.org/assets/report/pdf/Accelerating%20the%20Flow%20of%20Funds%20into%20Early-Stage%20Ventures.pdf,TRUE
249049Xl-lab-accelerator-sustainability-june-2021,249049,How startup accelerators approach funding models,accelerators-approaches-to-funding-startups-sustainability,https://bfaglobal.com/?page_id=249049,1,Xl-lab-accelerator-sustainability-june-2021,https://bfaglobal.com/wp-content/uploads/2021/08/xl-lab-accelerator-sustainability-june-2021.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/XL-Lab-Accelerator-Sustainability-June-2021.pdf,TRUE
249049Xl-lab-accelerator-sustainability-june-2021,249049,How startup accelerators approach funding models,accelerators-approaches-to-funding-startups-sustainability,https://bfaglobal.com/?page_id=249049,2,Xl-lab-accelerator-sustainability-june-2021,https://bfaglobal.com/wp-content/uploads/2021/08/xl-lab-accelerator-sustainability-june-2021.pdf,https://bfaglobal.com/wp-content/uploads/2021/08/XL-Lab-Accelerator-Sustainability-June-2021.pdf,TRUE
249168110618-pub-box396333b-public-pubdate-11-24-16-unit-itski,249168,Infographic: Pioneering Solutions in Digital Finance for Climate Resilience,infographic-solutions-in-digital-finance-for-climate-resilience,https://bfaglobal.com/?page_id=249168,1,110618-pub-box396333b-public-pubdate-11-24-16-unit-itski,https://documents1.worldbank.org/curated/en/512241480487839624/pdf/110618-pub-box396333b-public-pubdate-11-24-16-unit-itski.pdf,https://documents1.worldbank.org/curated/en/512241480487839624/pdf/110618-PUB-Box396333B-PUBLIC-PUBDATE-11-24-16-UNIT-ITSKI.pdf,TRUE
249448110618-pub-box396333b-public-pubdate-11-24-16-unit-itski,249448,Pioneering solutions in Digital Finance for Climate Resilience,solutions-in-digital-finance-for-climate-resilience,https://bfaglobal.com/?p=249448,1,110618-pub-box396333b-public-pubdate-11-24-16-unit-itski,https://documents1.worldbank.org/curated/en/512241480487839624/pdf/110618-pub-box396333b-public-pubdate-11-24-16-unit-itski.pdf,https://documents1.worldbank.org/curated/en/512241480487839624/pdf/110618-PUB-Box396333B-PUBLIC-PUBDATE-11-24-16-UNIT-ITSKI.pdf,TRUE
249669Eco hh 20210426-mosl-es-pg008,249669,Why we invested: PocketFin empowers women banking agents to improve access to digital financial services in India,why-we-invested-pocketfin-empowers-women-banking-agents-to-improve-access-to-digital-financial-services-in-india,https://bfaglobal.com/?p=249669,1,Eco hh 20210426-mosl-es-pg008,http://institution.motilaloswal.com/emailer/research/eco_hh_20210426-mosl-es-pg008.pdf,http://institution.motilaloswal.com/emailer/Research/ECO_HH_20210426-MOSL-ES-PG008.pdf,TRUE
249669Savings-in-gold-by-low-income-households,249669,Why we invested: PocketFin empowers women banking agents to improve access to digital financial services in India,why-we-invested-pocketfin-empowers-women-banking-agents-to-improve-access-to-digital-financial-services-in-india,https://bfaglobal.com/?p=249669,2,Savings-in-gold-by-low-income-households,https://www.dvara.com/research/wp-content/uploads/2020/05/savings-in-gold-by-low-income-households.pdf,https://www.dvara.com/research/wp-content/uploads/2020/05/Savings-in-Gold-by-Low-Income-Households.pdf,TRUE
249669Wwb-the-power-of-jan-dhan-report-web,249669,Why we invested: PocketFin empowers women banking agents to improve access to digital financial services in India,why-we-invested-pocketfin-empowers-women-banking-agents-to-improve-access-to-digital-financial-services-in-india,https://bfaglobal.com/?p=249669,3,Wwb-the-power-of-jan-dhan-report-web,https://www.womensworldbanking.org/wp-content/uploads/2021/08/wwb-the-power-of-jan-dhan-report-web.pdf,https://www.womensworldbanking.org/wp-content/uploads/2021/08/WWB-The-Power-of-Jan-Dhan-Report-Web.pdf,TRUE
249669Wwb-the-power-of-jan-dhan-report-web,249669,Why we invested: PocketFin empowers women banking agents to improve access to digital financial services in India,why-we-invested-pocketfin-empowers-women-banking-agents-to-improve-access-to-digital-financial-services-in-india,https://bfaglobal.com/?p=249669,4,Wwb-the-power-of-jan-dhan-report-web,https://www.womensworldbanking.org/wp-content/uploads/2021/08/wwb-the-power-of-jan-dhan-report-web.pdf,https://www.womensworldbanking.org/wp-content/uploads/2021/08/WWB-The-Power-of-Jan-Dhan-Report-Web.pdf,TRUE
249669Wwb-the-power-of-jan-dhan-report-web,249669,Why we invested: PocketFin empowers women banking agents to improve access to digital financial services in India,why-we-invested-pocketfin-empowers-women-banking-agents-to-improve-access-to-digital-financial-services-in-india,https://bfaglobal.com/?p=249669,5,Wwb-the-power-of-jan-dhan-report-web,https://www.womensworldbanking.org/wp-content/uploads/2021/08/wwb-the-power-of-jan-dhan-report-web.pdf,https://www.womensworldbanking.org/wp-content/uploads/2021/08/WWB-The-Power-of-Jan-Dhan-Report-Web.pdf,TRUE
250098I6006e,250098,Why we invested: Verqor enables smallholder farmers in Mexico to access financing and connect with buyers,why-we-invested-verqor-enables-smallholder-farmers-in-mexico-to-access-financing-and-connect-with-buyers,https://bfaglobal.com/?p=250098,1,I6006e,http://www.fao.org/3/i6006e/i6006e.pdf,http://www.fao.org/3/i6006e/i6006e.pdf,TRUE
250098I6006e,250098,Why we invested: Verqor enables smallholder farmers in Mexico to access financing and connect with buyers,why-we-invested-verqor-enables-smallholder-farmers-in-mexico-to-access-financing-and-connect-with-buyers,https://bfaglobal.com/?p=250098,2,I6006e,http://www.fao.org/3/i6006e/i6006e.pdf,http://www.fao.org/3/i6006e/i6006e.pdf,TRUE
250523Afcfta-agribusiness-current-state-nigeria-agriculture-sector,250523,Why we invested: Crop2Cash is unlocking access to finance for smallholder farmers in Nigeria,why-we-invested-crop2cash-is-unlocking-access-to-finance-for-smallholder-farmers-in-nigeria,https://bfaglobal.com/?p=250523,1,Afcfta-agribusiness-current-state-nigeria-agriculture-sector,https://www.pwc.com/ng/en/assets/pdf/afcfta-agribusiness-current-state-nigeria-agriculture-sector.pdf,https://www.pwc.com/ng/en/assets/pdf/afcfta-agribusiness-current-state-nigeria-agriculture-sector.pdf,TRUE
